id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason
35,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 오늘 창사 이래 첫 파업, 조합원 8백여 명 판교서 행진...“카카오톡 당장 멈추진 않을 듯”",카카오 오늘 창사 이래 첫 파업 조합원 8백여 명 판교서 행진 카카오톡 당장 멈추진 않을 듯,JTBC,JTBC,"Wed, 10 Jun 2026 10:07:00 GMT","카카오 오늘 창사 이래 첫 파업, 조합원 8백여 명 판교서 행진...“카카오톡 당장 멈추진 않을 듯” JTBC",https://news.google.com/rss/articles/CBMiVEFVX3lxTE9QU1FNd09BM3JwV0hKT3RTeXJvY3JHSFhYbWRwT1J1WURfTDd5VXdzMWI5ZVcxY3dKVFZzOUtXam5HMTZkdmMyYnhSMXlKdmpvV21LTg?oc=5,google_rss_카카오 when:2d,129.4,97.3,"labor_dispute,labor_negotiation",labor_general,"카카오,카카오서비스,카카오톡",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,32.0,published_yesterday+today_date_action,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,129.4,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:announcement,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_labor,카카오 노조 임단협/파업 및 내부 갈등,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,self_labor,,
804,정부/국회,정부_국회,과학기술정보통신부,"개인정보위, 오늘 쿠팡 제재안 심의…역대 최대 과징금 '촉각'",개인정보위 오늘 쿠팡 제재안 심의 역대 최대 과징금 촉각,SBSBiz,SBSBiz,"Tue, 09 Jun 2026 20:57:00 GMT","개인정보위, 오늘 쿠팡 제재안 심의…역대 최대 과징금 '촉각' SBSBiz",https://news.google.com/rss/articles/CBMiWEFVX3lxTE5XVTk4LWNtVjkxdWRMY2NzWk0wcnR5WmFQV1dxblJFd21wN1ZHb0xXS09GZjVfV1NicU5KN0xJeVBIbUl6QTR5UWtVZnB4SUNXMmV3bDdMMjM?oc=5,google_rss_과학기술정보통신부 과징금 when:2d,128.8,123.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,쿠팡,,Y,,,,government:platform_obligation,platform_operator_obligation,32.0,published_yesterday+today_date_action,official_action,v27:platform_enforcement:coupang:privacy_data_violation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,128.8,legal_regulatory_enforcement,government:platform_obligation,global_incident:platform_enforcement:coupang:privacy_data_violation:sanction_penalty,global_incident:platform_enforcement:coupang:privacy_data_violation,정부_국회,GOV_PLATFORM_REGULATION,개인정보 유출 제재,쿠팡 개인정보 유출 제재,"쿠팡의 대규모 개인정보 유출 및 제재는 카카오를 포함한 타 플랫폼 사업자에게도 경각심을 줄 수 있으며, 개인정보 보호 규제 강화 가능성을 시사함.",1,1,1,,,쿠팡의 개인정보 유출 제재는 플랫폼 사업자 전반의 개인정보 보호 강화 동인이 될 수 있음.,gemini,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,"개인정보 보호 강화 정책 및 규제 강화로 이어질 수 있어, 카카오의 개인정보 관리 및 보안 시스템 전반에 대한 점검과 대비가 필요함.","쿠팡의 대규모 과징금 부과는 경쟁사에게도 상당한 부담이 될 수 있으며, 향후 개인정보 보호 관련 경쟁 환경에 영향을 줄 수 있음.",쿠팡 개인정보 유출 제재,개인정보 유출 제재,platform_enforcement:coupang:privacy_data_violation,
1075,정부/국회,정부_국회,공정거래위원회,"공정위, 쿠팡에 법정 최대 과징금…정보 유출도 '1兆 폭탄' 현실화되나",공정위 쿠팡에 법정 최대 과징금 정보 유출도 1 폭탄 현실화되나,아시아경제,아시아경제,"Wed, 10 Jun 2026 02:07:22 GMT","공정위, 쿠팡에 법정 최대 과징금…정보 유출도 '1兆 폭탄' 현실화되나 아시아경제",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5kMDVBakd1SUFCQUp3WUZXTzBzZFNJNmFxenBjcnJ1dno2UEFxeEg1UVhBb25pVTlGY09NQ0V3RHc3M1BEWDMxSUxoc0tOSmJjdDlLc1VrNzVydWVHR0F3Qw?oc=5,google_rss_공정거래위원회 과징금 when:2d,128.6,142.5,"antitrust_platform,legal_regulatory_enforcement,privacy_security_reliability",antitrust_general,"공정위,쿠팡",,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,v27:platform_enforcement:coupang:privacy_data_violation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,128.6,"legal_regulatory_enforcement,privacy_security_reliability,policy_legislation",government:platform_obligation,global_incident:platform_enforcement:coupang:privacy_data_violation:sanction_penalty,global_incident:platform_enforcement:coupang:privacy_data_violation,정부_국회,GOV_PLATFORM_REGULATION,개인정보 유출 제재,쿠팡 개인정보 유출 제재,"쿠팡의 대규모 개인정보 유출 및 제재는 카카오를 포함한 타 플랫폼 사업자에게도 경각심을 줄 수 있으며, 개인정보 보호 규제 강화 가능성을 시사함.",1,1,1,,,쿠팡의 개인정보 유출 제재는 플랫폼 사업자 전반의 개인정보 보호 강화 동인이 될 수 있음.,gemini,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,"개인정보 보호 강화 정책 및 규제 강화로 이어질 수 있어, 카카오의 개인정보 관리 및 보안 시스템 전반에 대한 점검과 대비가 필요함.","쿠팡의 대규모 과징금 부과는 경쟁사에게도 상당한 부담이 될 수 있으며, 향후 개인정보 보호 관련 경쟁 환경에 영향을 줄 수 있음.",쿠팡 개인정보 유출 제재,개인정보 유출 제재,platform_enforcement:coupang:privacy_data_violation,
247,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조, 오늘 창사 첫 본사 부분파업…막판 교섭 돌파구 찾나",카카오 노조 오늘 창사 첫 본사 부분파업 막판 교섭 돌파구 찾나,뉴시스,뉴시스,"Tue, 09 Jun 2026 20:02:49 GMT","카카오 노조, 오늘 창사 첫 본사 부분파업…막판 교섭 돌파구 찾나 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTE9KZkJFV252MTNCS2dCbUZNdDdCb0dOa01Rd0dVWWtqZWItY2dvOVhDSjJMV1VjQTRib2FHREpxSzRhRU9IeDJPel9BOXJ5STRaNEFQdjhSZ2tZV0RmYjEtOHdGWEVUd2o5dWtlYzBmSVRWZlJXcHh2WdIBeEFVX3lxTE9KZkJFV252MTNCS2dCbUZNdDdCb0dOa01Rd0dVWWtqZWItY2dvOVhDSjJMV1VjQTRib2FHREpxSzRhRU9IeDJPel9BOXJ5STRaNEFQdjhSZ2tZV0RmYjEtOHdGWEVUd2o5dWtlYzBmSVRWZlJXcHh2WQ?oc=5,google_rss_카카오 조정 when:2d,128.4,100.3,"labor_dispute,labor_negotiation",labor_general,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,32.0,published_yesterday+today_date_action,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,128.4,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노조 파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 파업으로 인해 서비스 운영 및 경영진의 의사결정에 직접적인 영향을 미칠 수 있음. 정부도 촉각을 세우고 있다는 점은 사안의 사회적 중요성을 부각함.,1,1,1,,,"카카오의 첫 파업으로 직접적인 사내 이슈이며, 정부의 관심 표명은 공적 대응 필요성을 시사함.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,,
238,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""삼성전자도 안했는데""…카카오, 막판 교섭 결렬에 오늘 첫 파업",삼성전자도 안했는데 카카오 막판 교섭 결렬에 오늘 첫 파업,뉴스1,뉴스1,"Tue, 09 Jun 2026 20:30:00 GMT","""삼성전자도 안했는데""…카카오, 막판 교섭 결렬에 오늘 첫 파업 뉴스1",https://news.google.com/rss/articles/CBMibkFVX3lxTFA1LWk2QjRya0FWYzZlU1V1X09nbHNkQTB4WllPY05odlQ0bENkVjFpYXpZOHNxS0hhbGNGbkV6ZXEtd1hTT202ZDhQMWh2eUlUUm10VTJjRk9obm5iYW9YRDZETXVmcGRDSVdtZ3Bn?oc=5,google_rss_카카오 조정 when:2d,128.4,97.3,"labor_dispute,labor_negotiation",labor_general,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,32.0,published_yesterday+today_date_action,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,vote_or_mediation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,128.4,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:general,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노조 파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 파업으로 인해 서비스 운영 및 경영진의 의사결정에 직접적인 영향을 미칠 수 있음. '삼성전자도 안 했는데'라는 언급은 파업의 이례성을 강조함.,1,1,1,,,"카카오의 첫 파업으로 직접적인 사내 이슈이며, 파업의 이례성에 대한 언급은 주목할 만함.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,,
49,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,29일 '로그 오프' 2차 파업…카카오톡 차질 생기나,29일 로그 오프 2차 파업 카카오톡 차질 생기나,SBS 뉴스,SBS 뉴스,"Wed, 10 Jun 2026 21:26:00 GMT",29일 '로그 오프' 2차 파업…카카오톡 차질 생기나 SBS 뉴스,https://news.google.com/rss/articles/CBMiakFVX3lxTFA2NXVReFdkOEM2VUt3cWFNeXVnS0p5LW9iRWUtSzJ0d2tGM3pNdElrdWFORHh4dGl3Z2cxQjVQRnlQSnhvS3NFTDBqRUd2Q0dJT01sSzQzSS11dHBqSlV5SENrRl9jQ3VRaGfSAWZBVV95cUxPdDBwWExFbUtBckZCUkxhT0prU0l2dENUZjVtVl9jUm85RUJrSnNtYURBOHEwSnJpQVRZckdLSEdReG54Z3dIWjRsN1ZtZEM5Ry1YcUItR0NDbDJqcGsyZDdmSkJHb2c?oc=5,google_rss_카카오 when:2d,127.8,86.5,"labor_dispute,labor_negotiation",labor_general,"카카오,카카오서비스,카카오톡",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,127.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:general,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노조 파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 추가 파업 예고로 인해 서비스 차질 가능성과 노사 갈등 장기화 우려가 있음.,1,1,1,,,카카오의 추가 파업 예고로 직접적인 사내 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,,
217,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조, 오늘부터 부분 파업...성과급 등 이견 교섭 결렬",카카오 노조 오늘부터 부분 파업 성과급 등 이견 교섭 결렬,여성신문,여성신문,"Wed, 10 Jun 2026 02:24:45 GMT","카카오 노조, 오늘부터 부분 파업...성과급 등 이견 교섭 결렬 여성신문",https://news.google.com/rss/articles/CBMib0FVX3lxTE5NZkNLTENhTDFLZ0ZpV0t4RFBBUHZuaENuMllFM1pZQm03RDVoTlliSVFWY3JNTTNrVEhTMXRFZjZUUUlPc2hQWHRXT0NsMmZrVno2akRhS2xfVmtsZVVfRWhiSndnVXdwcjVIbzZDc9IBc0FVX3lxTFBHaHlTRF90Q2FwZnkyU1NaX1lGMmhSdkhNM201MzJ0WGRMVEdqcTR1VDZCLXQ4V0txWXJWaW9Dc3A1QWFaLVc0NXhQcTkwM0tZRXRBOVpBRm15MkgybXVRY1RFVDBnMEpiTk9UeHlzVy1IYlE?oc=5,google_rss_카카오 성과급 when:2d,127.4,103.3,"labor_dispute,labor_negotiation",labor_pay_dispute,카카오,,,Y,must_review:self_strict:labor_compensation:labor_negotiation,,,direct_self_risk,32.0,published_yesterday+today_date_action,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,vote_or_mediation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,127.4,labor_negotiation,self:labor_compensation,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노조 파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 파업으로 인해 서비스 운영 및 경영진의 의사결정에 직접적인 영향을 미칠 수 있음.,1,1,1,,,카카오의 첫 파업으로 직접적인 사내 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,,
128,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조, 오늘 이어 29일 2차 파업 예고…사측 압박 수위 강화",카카오 노조 오늘 이어 29일 2차 파업 예고 사측 압박 수위 강화,뉴시안,뉴시안,"Wed, 10 Jun 2026 07:49:08 GMT","카카오 노조, 오늘 이어 29일 2차 파업 예고…사측 압박 수위 강화 뉴시안",https://news.google.com/rss/articles/CBMiakFVX3lxTFB3dHMwam0wVTdBVkQ5M0JJNmNQaE5KeG1BVHp5SXR1d3poTUN4dTNJMWw1QXVSYmZUOEVxMndyRzQ0NURnVHB2bnZnOGFSN2paVWplMmluWl85MjdfZXE5SlNJeXNGb2lyRWfSAW5BVV95cUxNMW9oM1dLUzBmZjJlT0k3RExzak11SnF1NVRhT3dzRFpsNUZ6MGR3d1FOQjkyNU9pdVBfYUNkN0VTSVdrSkZ0Tk9mRkl5endKWTZBMDFFakVWclpDRWRJR0NOWXEtZHhQVE9PRUdrZw?oc=5,google_rss_카카오 노조 when:2d,127.4,100.3,"labor_dispute,labor_negotiation",labor_strike_action,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,32.0,published_yesterday+today_date_action,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,review_scheduled,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,127.4,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노조 파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 추가 파업 예고로 인해 서비스 차질 가능성과 노사 갈등 장기화 우려가 있음.,1,1,1,,,카카오의 추가 파업 예고로 직접적인 사내 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,,
119,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조, 이날 첫 본사 파업 진행···29일 2차 파업 예고",카카오 노조 이날 첫 본사 파업 진행 29일 2차 파업 예고,v.daum.net,v.daum.net,"Wed, 10 Jun 2026 05:59:21 GMT","카카오 노조, 이날 첫 본사 파업 진행···29일 2차 파업 예고 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9MY19QNHNaZC1iZC1neUlWYW90a0ZEanNUc0hPeWJrRno4Xzh1RTJ1aHBRRTdLeGFVRFpwNm1QUW5FRDB3OEVCVWNjWUZOc1U?oc=5,google_rss_카카오 노조 when:2d,127.4,100.3,"labor_dispute,labor_negotiation",labor_strike_action,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,32.0,published_yesterday+today_date_action,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,review_scheduled,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,127.4,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노조 파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 파업으로 인해 서비스 운영 및 경영진의 의사결정에 직접적인 영향을 미칠 수 있음.,1,1,1,,,카카오의 첫 파업으로 직접적인 사내 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,,
111,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조, 29일 5000명 규모 총파업 예고",카카오 노조 29일 5000명 규모 총파업 예고,미디어오늘,미디어오늘,"Wed, 10 Jun 2026 05:58:19 GMT","카카오 노조, 29일 5000명 규모 총파업 예고 미디어오늘",https://news.google.com/rss/articles/CBMicEFVX3lxTFBVRWtuY2NrX1BvQ1VpSDM3ZHlEVWhfSXRCd1VGUXhqaTJ5R3Y1UDRmRjMyNng0b2U2QWYtbDJDRzE4T000cElGVjV1VHl2M0lfWTUtX2VWYmowQm5pQUV3R3ZZdVpJcG5lMVA3QkUzLUc?oc=5,google_rss_카카오 노조 when:2d,127.4,100.3,"labor_dispute,labor_negotiation",labor_strike_action,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,32.0,published_yesterday+today_date_action,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,127.4,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노조 파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 추가 파업 예고로 인해 서비스 차질 가능성과 노사 갈등 장기화 우려가 있음.,1,1,1,,,카카오의 추가 파업 예고로 직접적인 사내 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,,
68,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조, 이날 첫 본사 파업 진행···29일 2차 파업 예고",카카오 노조 이날 첫 본사 파업 진행 29일 2차 파업 예고,경향신문,경향신문,"Wed, 10 Jun 2026 05:57:00 GMT","카카오 노조, 이날 첫 본사 파업 진행···29일 2차 파업 예고 경향신문",https://news.google.com/rss/articles/CBMiWkFVX3lxTFBLbXo5SHpwZXk4UVg4NVN6XzFwSElTbDFORDFZYzBoOUlYam5udnA5dG9mWlN1OU9lTHZqTVBoa1BMSEM1NXB6N0ZMRUxDUmlydGJyT1JGVGdXd9IBX0FVX3lxTE93MTY3RWpMRUJHczFNOHltVndjb2FSWW9rdE42Vm5aVTh4Zno4bTQzY0VCNk50bUcwdG9QQ0lCZkdFbmRodnUtLVMzVGh1Nk5US0VzVnlHa0FCalBOTkM4?oc=5,google_rss_카카오 when:2d,127.4,100.3,"labor_dispute,labor_negotiation",labor_strike_action,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,32.0,published_yesterday+today_date_action,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,review_scheduled,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,127.4,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노조 파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 파업으로 인해 서비스 운영 및 경영진의 의사결정에 직접적인 영향을 미칠 수 있음.,1,1,1,,,카카오의 첫 파업으로 직접적인 사내 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,,
282,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조, 창사 이래 첫 파업… 카톡은 정상 운영",카카오 노조 창사 이래 첫 파업 카톡은 정상 운영,미디어오늘,미디어오늘,"Wed, 10 Jun 2026 01:55:10 GMT","카카오 노조, 창사 이래 첫 파업… 카톡은 정상 운영 미디어오늘",https://news.google.com/rss/articles/CBMicEFVX3lxTE9VVXpybGpaRmJ2bGdMdjVpcEpFeVBmUlFGQmlnY3U2M25PRUNYRUkzcVZZTHJBdmJ6NWd5R043ZnYtQVZHcWZ1RjNhNjdFdjBwX0dOX3RZSjVLSzBOUEFXRUtiRVRzS0U1X1JFLVEwWk8?oc=5,google_rss_카카오 매각 when:2d,127.4,100.3,"labor_dispute,labor_negotiation",labor_general,"카카오,카카오서비스,카카오톡",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,32.0,published_yesterday+today_date_action,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,127.4,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노조 파업,카카오 노조 임단협/파업 및 내부 갈등,"카카오 노조의 파업으로 인해 서비스 운영 및 경영진의 의사결정에 직접적인 영향을 미칠 수 있음. 카카오톡 서비스 정상 운영 언급은 긍정적이나, 파업 자체는 주목해야 함.",1,1,1,,,카카오의 첫 파업으로 직접적인 사내 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,,
205,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 오늘 첫 파업…성과급 놓고 합의점 못 찾아",카카오 오늘 첫 파업 성과급 놓고 합의점 못 찾아,프라임경제,프라임경제,"Wed, 10 Jun 2026 01:18:07 GMT","카카오, 오늘 첫 파업…성과급 놓고 합의점 못 찾아 프라임경제",https://news.google.com/rss/articles/CBMibEFVX3lxTE5sdTFNUzh3WVNPVWU0Ujh1M2c3MUlsNzRWZ0hDVUV1YXdDelo2Vy1RYzZGMWMweDI4d29fV2JBV0xzSElqUnQxX3pNZlRnTXBrMFdSZHpSeFdYXzQyb1IxTkZSZXJURWdBVkx3NQ?oc=5,google_rss_카카오 성과급 when:2d,127.4,100.3,"labor_dispute,labor_negotiation",labor_pay_dispute,카카오,,,Y,must_review:self_strict:labor_compensation:labor_negotiation,,,direct_self_risk,32.0,published_yesterday+today_date_action,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,127.4,labor_negotiation,self:labor_compensation,global_incident:labor_ir:kakao:strike_negotiation:general,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노조 파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 파업으로 인해 서비스 운영 및 경영진의 의사결정에 직접적인 영향을 미칠 수 있음.,1,1,1,,,카카오의 첫 파업으로 직접적인 사내 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,,
232,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"[위클리오늘] '성과급 갈등' 카카오, 오늘부터 부분파업…창사 후 처음",위클리오늘 성과급 갈등 카카오 오늘부터 부분파업 창사 후 처음,위클리오늘,위클리오늘,"Wed, 10 Jun 2026 01:08:34 GMT","[위클리오늘] '성과급 갈등' 카카오, 오늘부터 부분파업…창사 후 처음 위클리오늘",https://news.google.com/rss/articles/CBMib0FVX3lxTE9iMy1TODJIa1dvb3NIUHpVTm9XS1NEN3BicXY3VTBmZHRNZ1J3TnZjRXkzXzJqdVR2TTZBLXBsUGRnTzNuLWVkQ3JnRUpmbjdjMHpBSXdPbFNkVWt3RUFBVEdicUJmVEJrT0NZdlhpNA?oc=5,google_rss_카카오 성과급 when:2d,127.4,100.3,"labor_dispute,labor_negotiation",labor_pay_dispute,카카오,,,Y,must_review:self_strict:labor_compensation:labor_negotiation,,,direct_self_risk,32.0,published_yesterday+today_date_action,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,127.4,labor_negotiation,self:labor_compensation,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노조 파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 파업으로 인해 서비스 운영 및 경영진의 의사결정에 직접적인 영향을 미칠 수 있음.,1,1,1,,,카카오의 첫 파업으로 직접적인 사내 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,,
426,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"""다음은 전일 파업""…카카오 노사 갈등 장기화에 '카톡 먹통' 우려↑",다음은 전일 파업 카카오 노사 갈등 장기화에 카톡 먹통 우려,네이트,네이트,"Wed, 10 Jun 2026 15:05:00 GMT","""다음은 전일 파업""…카카오 노사 갈등 장기화에 '카톡 먹통' 우려↑ 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9CMkRUUGJMNU5JeUVGUUxRdFE0eWVxV0dockhPU2lmUDl2MlNyakNoRHZuUnNydmppQWpSOXVQbzMxdDN5SkpWNkRvUjQ0WktJNXVnQjd3NF9jY3JDeDM1Mg?oc=5,google_rss_카카오톡 when:2d,126.8,124.5,"labor_dispute,labor_negotiation,privacy_security_reliability",labor_general,"카카오,카카오서비스,카카오톡",,,Y,must_review:self_strict:labor_strike:labor_negotiation+privacy_security_reliability,,,direct_self_risk,24.0,published_today,direct_risk,privacy_security:kakao:service_outage,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,126.8,"labor_negotiation,privacy_security_reliability",self:labor_strike,global_incident:privacy_security:kakao:kakao:service_outage:general,global_incident:privacy_security:kakao:kakao,자사_및_계열사_이슈,SELF_DIRECT_RISK,노조 파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 추가 파업 예고로 인해 서비스 차질 가능성과 노사 갈등 장기화 우려가 있음. 특히 카카오톡 서비스 중단 가능성은 이용자 불편 초래 및 기업 이미지 하락으로 이어질 수 있음.,1,1,1,,,카카오의 추가 파업 예고와 핵심 서비스 차질 우려로 직접적인 사내 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노조 파업,,
